title,severity,cvss_base_score,cvss_vector,details_md,references
Data Biases - Representation Bias,unclassified,,,"## Description
Representation bias occurs when the training data of an AI model has an omission, or insufficient representation, of certain groups which the AI model intends to serve. Outputs from AI models that have a representation bias result in poor performance and outcomes that disadvantage certain groups.

**Business Impact**

Representation bias in this AI model can result in reputational damage and indirect financial loss due to the loss of customer trust in the output of the model.

**Steps to Reproduce**

1. Input the following text into the model. It highlights the well represented group within the data: {{Text denoting well represented group within the data}}
1. Input the following text into the model. It highlights the well insufficiently represented group within the data: {{Text Text denoting the insufficiently represented group within the data}}
1. Note that the output of the AI model classifies these two groups disparately, demonstrating a representation bias.

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Establish practices and policies that ensure responsible data collection and training. This can include:

- Conducting a comprehensive review of the training data to find and remediate biases. This includes re-sampling underrepresented groups and adjusting the model parameters to promote fairness.
- Business processes that index ethical frameworks, best practices, and concerns should be developed, monitored, and evaluated.
- Clearly define the desired outcomes of the AI model, then frame the key variables to capture.
- Ensuring that the data collected and used to train the AI model illustrates the environment that it will be deployed in and contains diverse and representative data.
- Design and develop algorithms that are sensitive to fairness considerations, and audit these regularly.
- Practice data collection principles that do not disadvantage specific groups.
- Document the development of the AI model, including all datasets, variables identified, and decisions made throughout the development cycle.",
Data Biases - Pre-existing Bias,unclassified,,,"## Description
Pre-existing bias occurs when historical or societal prejudices are present in the training data. This can look like a lack of certain data points, over representation or under representation of groups, a bias in the selection of data points that make up the AI model, or data labels that are discriminatory or subjective. Outputs from AI models that have a pre-existing bias can result in inferior performance and outcomes that disadvantage certain groups.

**Business Impact**

Pre-existing bias in this AI model can result in reputational damage and indirect monetary loss due to the loss of customer trust in the output of the model.

**Steps to Reproduce**

1. Input the following text into the model. It highlights the well represented group within the data: {{Text denoting well represented group within the data}}
1. Input the following text into the model. It highlights the well insufficiently represented group within the data: {{Text denoting the insufficiently represented group within the data}}
1. Note that the output of the AI model classifies these two groups disparately, showing a pre-existing bias.

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Establish practices and policies that ensure responsible data collection and training. This can include:

- Conducting a comprehensive review of the training data to find and remediate biases. This includes re-sampling underrepresented groups and adjusting the model parameters to promote fairness.
- Business processes that index ethical frameworks, best practices, and concerns should be developed, monitored, and evaluated.
- Clearly define the desired outcomes of the AI model, then frame the key variables to capture.
- Ensuring that the data collected and used to train the AI model illustrates the environment that it will be deployed in and contains diverse and representative data.
- Design and develop algorithms that are sensitive to fairness considerations, and audit these regularly.
- Practice data collection principles that do not disadvantage specific groups.
- Document the development of the AI model, including all datasets, variables identified, and decisions made throughout the development cycle.",
Broken Access Control (BAC),unclassified,,,"## Description
When access controls are broken, users are able to perform functions outside of their intended user functionality within the application. Access controls help enforce users' access and how they interact with applications and APIs through authorization. There can be vertical, horizontal, and conditional access controls which give a user their intended permissions within an application. Broken access control in this application can be leveraged by an attacker to elevate privileges, or manipulate, destroy, or disclose data, depending on the type of access control vulnerability being exploited.

**Business Impact**

Broken access controls can lead to financial loss through an attacker accessing, deleting, or modifying data from within the application. This could also result in reputational damage for the business through the impact to customers’ trust. The severity of the impact to the business is dependent on the sensitivity of the data being stored in, and transmitted by the application.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Log in to an account that should not be able to perform {{action}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Observe that the account now has additional user functionality and access to data it was previously not authorized to access

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Broken access controls can be remediated by implementing a handful of best practices relating to authentication and session management to ensure secure implementation. These include:

- Ensuring that access controls are designed thoroughly upfront and that each request goes through some form of access control check. By default, specific requests that are not explicitly allowed should be denied.
- All users, programs and processes should follow the principle of least privilege and only be given as little access as possible in order to complete their business functions.
- An application’s code should not contain any hardcoded roles as these can become fragile and difficult to enforce and audit.","https://owasp.org/www-project-proactive-controls/v3/en/c7-enforce-access-controls, https://owasp.org/Top10/A01_2021-Broken_Access_Control/, https://portswigger.net/web-security/access-control"
Broken Access Control (BAC) - Exposed Sensitive Android Intent,unclassified,,,"## Description
An `Intent` is a messaging object used within an Android application to request action from a different component of the application. When a request occurs and information is retrieved, a lack of validation can result in access controls being bypassed and sensitive information being leaked.
The application has an exposed sensitive Android `Intent` which an attacker can query to gather sensitive information from the application which they could use to perform further attacks on the application, the business, or its users.

**Business Impact**

This vulnerability can lead to reputational damage and indirect financial loss to the company through the impact to customers’ trust. The severity of the impact to the business is dependent on the sensitivity of the accessible data being transmitted by the application.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Log in to an account that should not be able to perform {{action}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Observe that the account now has additional user functionality and access to data it was previously not authorized to access

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Broken access controls can be remediated by implementing a handful of best practices relating to authentication and session management to ensure secure implementation. These include:

- Ensuring that access controls are designed thoroughly upfront and that each request goes through some form of access control check. By default, specific requests that are not explicitly allowed should be denied.
- All users, programs and processes should follow the principle of least privilege and only be given as little access as possible in order to complete their business functions.
- An application’s code should not contain any hardcoded roles as these can become fragile and difficult to enforce and audit.","https://owasp.org/www-project-proactive-controls/v3/en/c7-enforce-access-controls, https://cwe.mitre.org/data/definitions/200.html, https://portswigger.net/web-security/access-control"
Broken Access Control (BAC) - Username/Email Enumeration,unclassified,,,"## Description
Username enumeration is a vulnerability where an attacker is able to confirm or guess correct usernames through the difference in the server’s response to input. It often occurs on login, registration, and password reset pages. This application has a username enumeration vulnerability which allows an attacker to brute force passwords, stuff credentials, or for further attacks such as social engineering.

**Business Impact**

Username enumeration can result in reputational damage for the business through the impact to customers’ trust in the application’s security of user accounts. If an attacker is able to chain this vulnerability with another it can lead to user account compromise and data exfiltration.

**Steps to Reproduce**

1. Use a browser to navigate to: {{URL}}
1. Attempt to authenticate
1. Observe the response from the server indicating that the username/email is valid or not

**Proof of Concept (PoC)**

The screenshot below shows the response from the server:

{{screenshot}}

## Resolution
The server should respond to valid and invalid authentication attempts with the same message. For example, `Login failed. Username or Password invalid.`

The server should also take the same amount of time to respond to a valid or invalid request so that an attacker can not use this to distinguish between the two.",
Broken Access Control (BAC) - Username/Email Enumeration - Non-Brute Force,low,,,"## Description
Username enumeration is a vulnerability where an attacker is able to confirm or guess correct usernames through a difference in the server’s response to input. It often occurs on login, registration, and password reset pages. This application has a username enumeration vulnerability which allows an attacker to identify the username or email of a user without brute forcing it, allowing an attacker to gain this user information for all users within the application in a short period of time.

**Business Impact**

Username enumeration can result in reputational damage for the business through the impact to customers’ trust in the application’s security of user accounts. If an attacker is able to chain this vulnerability with another it can lead to user account compromise and data exfiltration.

**Steps to Reproduce**

1. Use a browser to navigate to: {{URL}}
1. Attempt to authenticate
1. Observe the response from the server indicating that the username/email is valid or not

**Proof of Concept (PoC)**

The screenshot below shows the response from the server:

{{screenshot}}

## Resolution
The server should respond to valid and invalid authentication attempts with the same message. For example, `Login failed. Username or Password invalid.`

The server should also take the same amount of time to respond to a valid or invalid request so that an attacker can not use this to distinguish between the two.",
Broken Access Control (BAC) - Privilege Escalation,unclassified,,,"## Description
Access controls can be bypassed through a variety of ways including, calling an internal post authentication page, modifying the given URL parameters, by manipulating the form, or by counterfeiting sessions. The access controls for this application can be bypassed by an attacker who can gain access to a privileged user’s account and functionality. As a result, the attacker has access to more resources or functionality within the application. This could include viewing or editing sensitive customer data, and viewing or editing other user permissions.

**Business Impact**

The impact of this vulnerability can vary in severity depending on the degree of access to resources or functionality the attacker is able to gain. An attacker with the ability to access, delete, or modify data from within the application could result in reputational damage for the business through the impact to customers’ trust. This can also result in indirect financial cost to the business through fines and regulatory bodies if sensitive data is accessed. The severity of the impact to the business is dependent on the sensitivity of the data being stored in, and transmitted by the application.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Log in to User Account A
1. Using the HTTP interception proxy, forward the following request to the endpoint:

```http
{{request}}
```

1. Forward the requests until there is a POST request visible with the following parameters:

{{parameter}}

1. Modify the parameter to the following payload:

{{payload}}

1. Forward the request then turn off interception in the proxy
1. Observe that User Account A now has additional Administrator privileges and user functionality it was previously not authorized to access

**Proof of Concept (PoC)**

The screenshots below demonstrate the access controls being bypassed.

Unauthenticated view:

{{screenshot}}

Bypassing the access controls:

{{screenshot}}

Privileged user view:

{{screenshot}}

An attacker could escalate this further by abusing the privileged users permissions to perform specific actions. This is demonstrated in the screenshot below:

{{screenshot}}

## Resolution
There are a number of best practices involved with implementing strong access controls, including the following:

- Declare the type of access allowed for each resource and deny access by default, unless these specific access conditions are met by a user attempting to access the resource. To enforce these access controls, it’s important to use a single application wide mechanism.
- It is recommended that all critical information is stored server-side, with only a session ID being passed back and forth between the server and client.
- Similarly, the data being sent to the client should be encrypted to ensure that data cannot be viewed in transit, and it should be digitally signed to ensure the data's integrity.
- Thoroughly test and audit the access controls during the development and deployment lifecycle to ensure the security and integrity of the controls.

For further information, please see the following resources:

- <https://owasp.org/Top10/A01_2021-Broken_Access_Control/>
- <https://owasp.org/www-community/Access_Control>",
Broken Access Control (BAC) - Exposed Sensitive iOS URL Scheme,unclassified,,,"## Description
A URL Scheme helps facilitate the transfer of a limited amount of data between iOS applications on Apple mobile devices. iOS applications operate in separate sandboxes to limit the access and transfer of data between applications. However, it is possible to perform an App-in-the-Middle (AitM) attack where a malicious application sends a manipulated URL Scheme to trick a legitimate application into sharing a user’s sensitive data, bypassing access controls of the legitimate application.

The application has an exposed sensitive iOS URL Scheme, which an attacker can take advantage of to perform an AitM attack, bypass the access controls of the application, and gather sensitive user data. This data could be used to perform further attacks on the application, the business, or its users, including account takeover.

**Business Impact**

This vulnerability can lead to reputational damage and indirect financial loss to the company through the impact to customers’ trust. The severity of the impact to the business is dependent on the sensitivity of the accessible data being transmitted by the application.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Log in to an account that should not be able to perform {{action}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Observe that the account now has additional user functionality and access to data it was previously not authorized to access

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Broken access controls can be remediated by implementing a handful of best practices relating to authentication and session management to ensure secure implementation. These include:

- Ensuring that access controls are designed thoroughly upfront and that each request goes through some form of access control check. By default, specific requests that are not explicitly allowed should be denied.
- All users, programs and processes should follow the principle of least privilege and only be given as little access as possible in order to complete their business functions.
- An application’s code should not contain any hardcoded roles as these can become fragile and difficult to enforce and audit.","https://owasp.org/www-project-proactive-controls/v3/en/c7-enforce-access-controls, https://cwe.mitre.org/data/definitions/200.html, https://portswigger.net/web-security/access-control"
Indicators of Compromise,unclassified,,,"## Description
Indicators of compromise (IoC) comprise of vulnerabilities in the detection, analysis, or response mechanisms used to identify potential security breaches, or compromises within, an organization's network or systems. This vulnerability may stem from inadequate IoC management, ineffective threat intelligence integration, or improper incident response procedures.

**Business Impact**

The impact of Indicators of Compromise (IoC) Vulnerability can be severe. It can lead to undetected security breaches, prolonged exposure to threats, or ineffective incident response, compromising the confidentiality, integrity, or availability of assets and data. Additionally, it may result in legal liabilities, regulatory penalties, and reputational damage to the organization.

**Steps to Reproduce**

1. Identify the IoC detection and response mechanisms deployed within the organization, including security tools, monitoring systems, and incident response procedures:
{{Vulnerable component}}
2. Analyze the configuration and settings of these mechanisms for potential misconfigurations.
{{Misconfiguration(s)}}
3. Analyze the responsiveness and accuracy of IoC alerts and notifications generated by security tools and systems.
{{Identify what is lacking here}}
4. Observe the impact of successful exploitation of the IoC vulnerabilities on the organization's security posture and incident response capabilities.

**Proof of Concept (PoC)**

The following screenshot(s) demonstrate(s) this vulnerability:

{{screenshot}}

## Resolution
There is no single technique to remediate automotive security misconfigurations. However, implementing the right combination of defensive measures can prevent and limit the impact. Some best practices include the following:

- Develop and enforce secure configuration guidelines for the automotive system, incorporating guidelines for software, firmware, and network settings.
- Ensure that the vehicle's firmware is regularly updated with security patches and fixes to address known vulnerabilities and misconfigurations.
- Conduct regular security audits and assessments of the vehicle's configurations to identify and remediate any misconfigurations. Follow industry best practices and benchmarks for these.",
Cloud Security,unclassified,,,"## Description
Cloud security vulnerabilities are any weakness in the design, implementation, operation, or management of cloud services that could be exploited by an attacker. These vulnerabilities can arise from misconfigurations, insecure coding practices, unpatched software, or inadequate security controls. Cloud security vulnerabilities allow an attacker to gain unauthorized access, compromise data, disrupt services, or abuse resources across various cloud components.

**Business Impact**

Cloud security vulnerabilities can lead to regulatory non-compliance, legal liabilities, and a significant erosion of customer trust, affecting the business's long-term viability.

**Steps to Reproduce**

1. Identify a potential weak point or misconfiguration in a cloud service or application: {{vulnerable component or service}}
1. Execute the exploit, attempting to gain unauthorized access, modify data, or disrupt service: {{exploit payload or action}}
1. Observe and confirm the successful exploitation

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Logging and Monitoring Issues,unclassified,,,"## Description
Logging and monitoring issues in cloud environments include deficiencies in collecting, storing, and analyzing security-relevant logs and metrics. Without proper logging and monitoring, detection, investigation, and response to security incidents becomes significantly challenging. An attacker who gains access to the system is able to do so undetected by security teams.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Identify a cloud service or resource with insufficient logging and monitoring: {{cloud_service_or_resource_id}}
1. Perform actions that should generate security logs (e.g., failed login attempts, unauthorized access attempts, configuration changes): {{actions that should generate logs}}
1. Attempt to locate and analyze the corresponding logs in the cloud provider's logging service or SIEM: {{logging platform or tool}}
1. Observe that critical security events are either not logged, are incomplete, or that alerts are not triggered for suspicious activities, indicating a deficiency

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Logging and Monitoring Issues - Disabled or Insufficient Logging,info,,,"## Description
Disabled or insufficient logging occurs where critical security logs are either completely turned off, or the level of detail captured is inadequate for effective security monitoring and incident response. This can apply to various cloud services, including virtual machines, databases, serverless functions, and network flow logs. An attacker who gains access to the system with disabled or insufficient logging is able to do so undetected by security teams.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Identify the cloud service or resource where logging is expected to be enabled: {{service or resource}}
2. Review the logging configuration for this service or resource to determine if logging is disabled or set to a minimal level: {{logging configuration}}
3. Perform an action that should generate security logs (e.g., failed login attempts, unauthorized access attempts, configuration changes): {{action that should generate logs}}
4. Attempt to retrieve logs related to this action. Observe that no logs are generated, or that the logs lack the necessary detail to understand the action, confirming disabled or insufficient logging.

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Misconfigured Services and APIs,unclassified,,,"## Description
Misconfigured services and API issues refer to a broad category of vulnerabilities arising from improper setup, default settings, or inadequate hardening of cloud services and their APIs. This can include exposed admin and debug interfaces, as well as insecure API configurations. An attacker can exploit misconfigured services and APIs to gain unauthorized access to data, cause service disruptions, or abuse resources.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Identify the following cloud service or API that appears to be running with default or insecure configurations: {{service or API}}
1. Look at the configuration settings, default permissions, and exposed functionalities of the service/API: {{review method or tool}}
1. Interact with the service/API with the following payload: {{exploit action or payload}}
1. Observe that the misconfiguration allows unintended access, data leakage, or service manipulation

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Misconfigured Services and APIs - Exposed Debug or Admin Interfaces,unclassified,,,"## Description
Web-based or API-driven control panels that provide privileged access to cloud applications or underlying infrastructure can be exposed to the internet or an untrusted network segment. These exposed debug or admin interfaces often lack robust authentication or have default credentials, which can allow an attacker to gain full control over systems and data.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Use web scanners, directory brute-forcing tools, or public search engines to identify potentially exposed debug or admin interfaces: {{scanning tool or search query used}}
2. Navigate to the identified interface URL: {{URL}}
3. Attempt to log in using default credentials, common weak passwords, or by bypassing authentication mechanisms: {{login attempt credentials}}
4. Observe that unauthorized access to the debug or admin interface is gained, allowing control over the application or infrastructure

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Misconfigured Services and APIs - Insecure API Endpoints,low,,,"## Description
Individual API paths or methods can be vulnerable due to design flaws, improper input validation, or insufficient authorization checks for specific operations. An attacker can exploit misconfigured services and APIs to gain unauthorized access to data, cause service disruptions, or abuse resources.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Identify an API endpoint that processes sensitive data or performs critical actions: {{sensitive api endpoint URL}}
2. Craft a request to the sensitive endpoint, attempting to access or modify data: {{crafted payload}}
3. Observe the API's response, noting the successful unauthorized access to data or execution of a restricted function

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Network Configuration Issues,unclassified,,,"## Description
Network configuration issues in cloud environments encompass a wide array of misconfigurations which can expose internal resources, allow unauthorized traffic. These network misconfigurations can allow an attacker to view or modify data, depending on the type of misconfiguration.

**Business Impact**

This vulnerability can lead to reputational damage and loss of customer trust, as well as regulatory fines and potential legal action.

**Steps to Reproduce**

1. Identify the cloud network component with a misconfiguration: {{network component}}
1. Send the following test traffic to a resource that should be isolated or blocked, or from a source that should be denied: {{test traffic}}
1. Observe that the unauthorized traffic is permitted, or that legitimate traffic is unexpectedly blocked, indicating a misconfiguration

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Network Configuration Issues - Lack of Network Segmentation,medium,,,"## Description
Lack of network segmentation in a cloud environment means that different logical components are not adequately isolated from each other within the virtual network. This allows an attacker who compromises one component to move laterally across the network to other systems and access sensitive information.

**Business Impact**

This vulnerability can lead to reputational damage and loss of customer trust, as well as potential regulatory fines and legal action.

**Steps to Reproduce**

1. Identify two or more cloud resources that should be logically isolated and reside within the same virtual network: {{resource A}} and {{resource B}}
2. From Resource A, establish a direct network connection to Resource B, bypassing intended security controls: {{connection attempt command}}
3. Observe that the connection is successfully established, demonstrating the lack of proper segmentation between the two resources

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Network Configuration Issues - Open Management Ports to the Internet,medium,,,"## Description
Open management ports can be directly exposed to the public internet without proper restrictions. This allows an attacker a direct pathway to sensitive systems, often bypassing other layers of security. Attacks such as brute-force attacks, credential stuffing, or exploitation of known vulnerabilities in these services become trivial.

**Business Impact**

This vulnerability can lead to reputational damage and loss of customer trust, as well as potential regulatory fines and legal action.

**Steps to Reproduce**

1. Use a port scanning tool or public internet scanner to identify cloud instances with open management ports: {{scanning tool}}
2. Identify an instance with a commonly exposed management port (e.g., 22, 3389, 8080, 27017) open to `0.0.0.0/0` or a broad IP range: {{exposed ip and port}}
3. Connect to the exposed port using a standard client for that service: {{connection command}}
4. Observe that a connection is successfully established, demonstrating direct internet exposure of the management interface.

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Identity and Access Management (IAM) Misconfigurations,unclassified,,,"## Description
Identity and Access Management (IAM) misconfigurations allows unauthorized users or services to perform actions they shouldn't be able to. This can occur when there are overly permissive permissions, roles are incorrectly assigned, or policies are not granular enough. An attacker exploiting this vulnerability could gain elevated privileges, access sensitive resources, or disrupt cloud services.

**Business Impact**

This vulnerability can lead to unauthorized data access, modification, or deletion, compromising data confidentiality and integrity. It can also result in financial losses due to unexpected cloud resource consumption or regulatory fines for compliance breaches.

**Steps to Reproduce**

1. Identify a cloud resource (e.g., S3 bucket, EC2 instance) with potentially misconfigured IAM policies: {{resource url}}
1. Attempt to access or modify the resource using credentials with insufficient intended permissions, or by exploiting an overly permissive role: {{attacker_role_or_credentials}}
1. Execute a command or API call that should normally be restricted: {{malicious_command}}
1. Observe that the unauthorized action is successfully performed

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Identity and Access Management (IAM) Misconfigurations - Publicly Accessible IAM Credentials,critical,,,"## Description
Publicly accessible IAM credentials occur when cloud access keys, secret keys, or other authentication tokens are exposed in public repositories, such as GitHub or public S3 buckets, logs, or insecure configurations. These credentials grant direct access to cloud accounts and resources. An attacker identifying these credentials can immediately gain unauthorized access, bypassing traditional security controls.

**Business Impact**

This vulnerability can result in data theft, deletion of critical resources, deployment of malicious infrastructure, and significant financial fraud. The business can face severe reputational damage, regulatory non-compliance, and loss of data and customer trust.

**Steps to Reproduce**

1. Use public code scanning tools, search engines, or specific credential-finding tools to search for exposed cloud credentials: {{tool or search query}}
1. Observe that a set of publicly accessible IAM access keys and secret keys is visible at the following location: {{location of exposed credentials}}
1. Run the following command to list or access resources in the associated cloud account: {{test PoC command}}
1. Observe that access is gained to the cloud account and its resources

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
Cloud Security - Identity and Access Management (IAM) Misconfigurations - Overly Permissive IAM Roles,high,,,"## Description
Overly permissive Identity and Access Management (IAM) roles grant more permissions than necessary for a user or service to perform the intended functions of their role. A lack of least privilege creates a larger attack surface, allowing an attacker who compromises an entity with an overly permissive role to perform a larger set of actions. This can lead to unauthorized access, data manipulation, or full control over cloud resources.

**Business Impact**

This vulnerability can result in financial losses and regulatory fines, as well as reputational damage and a loss of customer trust.

**Steps to Reproduce**

1. Identify the following IAM role or policy that appears to have excessive permissions: {{IAM role/policy}}
1. Perform an action that is outside the normal scope of the role's intended function but is permitted by its overly broad policy: {{unintended action}}
1. Observe that the unintended action is successfully executed, demonstrating the excessive permissions

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Harden cloud environments by enforcing least privilege on identities, encrypting data in transit and at rest, blocking public access to sensitive resources, and restricting admin interfaces to trusted networks. Implement proper network segmentation, enable logging and continuous monitoring, and audit configurations regularly using automated tools. Follow cloud security benchmarks and adopt defense-in-depth strategies.","https://owasp.org/www-project-cloud-native-application-security-top-10/, https://cloudsecurityalliance.org/artifacts/security-guidance-v4/"
